CRASH_NUM,Coll,Int,Wea,TrWay,PSL,Align,TCD,CF
2019_60546,Sideswipe,Not an Intersection,Clear,Two-Way Undivided,40 MPH,Straight,No Controls,Unknown
2019_60546,Sideswipe,Not an Intersection,Clear,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2019_60547,Front-to-Front,T-Intersection,Clear,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
2019_60548,Front-to-Rear,Four-Way Intersection,Clear,Two-Way Undivided,30 MPH,Straight,Stop Sign,Going Straight
2019_60552,Angle,Not an Intersection,Clear,Driveway Access,No Statutory Limit,Driveway Access,No Controls,Turning
2019_60552,Angle,Not an Intersection,Clear,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2019_60570,Angle,Four-Way Intersection,Clear,Two-Way Divided,35 MPH,Straight,Traffic control signal,Going Straight
2019_60570,Angle,Four-Way Intersection,Clear,Two-Way Divided,35 MPH,Straight,Traffic control signal,Going Straight
2019_60577,Angle,Four-Way Intersection,Cloudy,Two-Way Divided,35 MPH,Straight,Traffic control signal,Turning
2019_60579,Angle,Not an Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Making a U-turn
2019_60582,Front-to-Front,T-Intersection,Clear,Two-Way Undivided,40 MPH,Straight,Stop Sign,Turning
2019_60582,Front-to-Front,T-Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2019_60592,Sideswipe,Not Reported,Cloudy,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Changing Lanes/Overtaking
2019_60593,Angle,Four-Way Intersection,Clear,Two-Way Undivided,25 MPH,Straight,Traffic control signal,Going Straight
2019_60594,Angle,Four-Way Intersection,Clear,Two-Way Undivided,25 MPH,Straight,Stop Sign,Turning
2019_60594,Angle,Four-Way Intersection,Clear,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
2019_60603,Angle,Four-Way Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2019_60617,Angle,Not an Intersection,Clear,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2019_60623,Sideswipe,T-Intersection,Clear,Two-Way Undivided,40 MPH,Curve,Unknown,Negotiating a Curve
2019_60626,Angle,Four-Way Intersection,Clear,Two-Way Undivided,45 MPH,Straight,Stop Sign,Going Straight
2019_60642,Angle,Four-Way Intersection,Clear,Two-Way Undivided,25 MPH,Straight,Stop Sign,Going Straight
2019_60643,Front-to-Rear,Not an Intersection,Cloudy,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
2019_60644,Angle,Not an Intersection,Rain,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2019_60653,Angle,Not an Intersection,Clear,Two-Way Divided,35 MPH,Straight,No Controls,Turning
2019_60655,Angle,T-Intersection,Clear,Two-Way Undivided,25 MPH,Straight,Stop Sign,Turning
2019_60657,Angle,Not an Intersection,Clear,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2019_60657,Angle,Not an Intersection,Clear,Two-Way Divided,40 MPH,Straight,No Controls,Making a U-turn
2019_60664,Angle,T-Intersection,Clear,Two-Way Undivided,25 MPH,Straight,Stop Sign,Others
2019_60665,Front-to-Front,T-Intersection,Rain,Two-Way Undivided,25 MPH,Straight,No Controls,Turning
2019_60672,Angle,Four-Way Intersection,Cloudy,Two-Way Undivided,30 MPH,Unknown,Traffic control signal,Going Straight
2019_60688,Angle,Not an Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2019_60691,Front-to-Rear,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2019_60691,Front-to-Rear,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Accelerating/Decelerating
2019_60691,Front-to-Rear,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Others
2019_60692,Front-to-Front,Not an Intersection,Cloudy,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2019_60741,Angle,Four-Way Intersection,Clear,Two-Way Undivided,40 MPH,Straight,Stop Sign,Going Straight
2019_60747,Angle,Four-Way Intersection,Clear,Two-Way Undivided,25 MPH,Straight,Stop Sign,Going Straight
2019_60747,Angle,Four-Way Intersection,Clear,One-Way Trafficway,25 MPH,Straight,No Controls,Going Straight
2019_60757,Angle,Four-Way Intersection,Clear,Two-Way Divided,25 MPH,Straight,Traffic control signal,Turning
2019_60761,Angle,Four-Way Intersection,Clear,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Going Straight
2019_60769,Front-to-Rear,Four-Way Intersection,Clear,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Going Straight
2019_60777,Sideswipe,Four-Way Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Merging
2019_60777,Sideswipe,Four-Way Intersection,Clear,Two-Way Divided,35 MPH,Straight,Traffic control signal,Going Straight
2019_60780,Front-to-Front,Four-Way Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2019_60780,Front-to-Front,Four-Way Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Turning
2019_60781,Angle,Four-Way Intersection,Clear,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
2019_60781,Angle,Four-Way Intersection,Clear,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Turning
2019_60790,Angle,Four-Way Intersection,Clear,Two-Way Undivided,25 MPH,Straight,Stop Sign,Going Straight
2019_60790,Angle,Four-Way Intersection,Clear,Two-Way Undivided,25 MPH,Straight,No Controls,Going Straight
2019_60796,Angle,Four-Way Intersection,Cloudy,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Going Straight
2019_60796,Angle,Four-Way Intersection,Cloudy,Two-Way Undivided,25 MPH,Straight,Traffic control signal,Going Straight
2019_60829,Angle,Four-Way Intersection,Cloudy,Two-Way Undivided,25 MPH,Straight,Stop Sign,Going Straight
2019_60829,Angle,Four-Way Intersection,Cloudy,Two-Way Undivided,30 MPH,Straight,No Controls,Going Straight
2019_60849,Angle,T-Intersection,Clear,Two-Way Undivided,25 MPH,Straight,No Controls,Going Straight
2019_60852,Angle,Four-Way Intersection,Clear,Two-Way Divided,35 MPH,Straight,Traffic control signal,Going Straight
2019_60856,Angle,Four-Way Intersection,Cloudy,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Going Straight
2019_60856,Angle,Four-Way Intersection,Cloudy,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Going Straight
2019_60869,Angle,Four-Way Intersection,Rain,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Going Straight
2019_60869,Angle,Four-Way Intersection,Rain,Two-Way Divided,40 MPH,Straight,Traffic control signal,Going Straight
2019_60877,Front-to-Rear,Four-Way Intersection,Clear,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2019_60880,Sideswipe,Not an Intersection,Clear,Unknown,40 MPH,Unknown,No Controls,Changing Lanes/Overtaking
2019_60904,Angle,Four-Way Intersection,Clear,Two-Way Undivided,25 MPH,Straight,Stop Sign,Going Straight
2019_60938,Angle,T-Intersection,Clear,Two-Way Undivided,40 MPH,Unknown,No Controls,Turning
2019_60954,Angle,Four-Way Intersection,Clear,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Going Straight
2019_60954,Angle,Four-Way Intersection,Clear,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
2019_60969,Angle,T-Intersection,Cloudy,Two-Way Undivided,25 MPH,Straight,Traffic control signal,Turning
2019_60980,Angle,T-Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Turning
2019_60982,Angle,T-Intersection,Rain,Two-Way Undivided,25 MPH,Straight,Stop Sign,Turning
2019_60995,Angle,Four-Way Intersection,Clear,Two-Way Divided,45 MPH,Straight,Traffic control signal,Turning
2019_60998,Angle,T-Intersection,Clear,Two-Way Undivided,25 MPH,Straight,Stop Sign,Others
2019_61011,Angle,Four-Way Intersection,Clear,Two-Way Undivided,25 MPH,Unknown,Stop Sign,Going Straight
2019_61024,Angle,Four-Way Intersection,Cloudy,Two-Way Undivided,30 MPH,Straight,Traffic control signal,Going Straight
2019_61024,Angle,Four-Way Intersection,Cloudy,Two-Way Undivided,25 MPH,Straight,Traffic control signal,Going Straight
2019_61027,Angle,T-Intersection,Cloudy,Two-Way Undivided,40 MPH,Straight,Stop Sign,Turning
2019_61028,Angle,Four-Way Intersection,Clear,Two-Way Divided,40 MPH,Straight,Traffic control signal,Going Straight
2019_61028,Angle,Four-Way Intersection,Clear,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
2019_61034,Front-to-Front,Four-Way Intersection,Rain,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Others
2019_61034,Front-to-Front,Four-Way Intersection,Rain,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Others
2019_61040,Angle,T-Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Turning
2019_61043,Angle,Four-Way Intersection,Clear,Two-Way Undivided,25 MPH,Straight,Stop Sign,Going Straight
2019_61043,Angle,Four-Way Intersection,Clear,Two-Way Undivided,25 MPH,Straight,Stop Sign,Going Straight
2019_61044,Angle,Four-Way Intersection,Clear,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Turning
2019_61048,Front-to-Rear,Four-Way Intersection,Clear,Two-Way Undivided,25 MPH,Unknown,No Controls,Accelerating/Decelerating
2019_61066,Sideswipe,Not an Intersection,Clear,Driveway Access,No Statutory Limit,Driveway Access,No Controls,Turning
2019_61068,Front-to-Front,Not an Intersection,Cloudy,Two-Way Undivided,25 MPH,Straight,No Controls,Going Straight
2019_61082,Angle,T-Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Turning
2019_61082,Angle,T-Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2019_61083,Angle,Four-Way Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Turning
2019_61086,Angle,Four-Way Intersection,Clear,Two-Way Divided,40 MPH,Straight,Traffic control signal,Going Straight
2019_61086,Angle,Four-Way Intersection,Clear,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
2019_61091,Angle,Four-Way Intersection,Clear,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
2019_61096,Angle,Not an Intersection,Clear,Driveway Access,No Statutory Limit,Driveway Access,No Controls,Turning
2019_61107,Angle,Four-Way Intersection,Clear,Two-Way Undivided,40 MPH,Straight,Stop Sign,Going Straight
2019_61110,Angle,Four-Way Intersection,Clear,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Going Straight
2019_61114,Others,T-Intersection,Clear,Two-Way Undivided,25 MPH,Straight,Stop Sign,Turning
2019_61115,Angle,Four-Way Intersection,Clear,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Turning
2019_61145,Angle,Four-Way Intersection,Clear,Two-Way Undivided,25 MPH,Straight,Stop Sign,Turning
2019_61166,Angle,Four-Way Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Turning
2019_61167,Angle,Four-Way Intersection,Clear,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
2019_61169,Sideswipe,T-Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Turning
2019_61172,Sideswipe,Not an Intersection,Clear,Two-Way Divided,40 MPH,Straight,No Controls,Changing Lanes/Overtaking
2019_61176,Angle,Not an Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Turning
2019_61182,Angle,Four-Way Intersection,Clear,Two-Way Undivided,35 MPH,Straight,Stop Sign,Going Straight
2019_61225,Front-to-Rear,Four-Way Intersection,Clear,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Others
2019_61229,Angle,T-Intersection,Clear,Two-Way Undivided,45 MPH,Straight,Stop Sign,Turning
2019_61253,Angle,Four-Way Intersection,Clear,Two-Way Divided,35 MPH,Straight,Traffic control signal,Turning
2019_61266,Angle,Four-Way Intersection,Clear,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Turning
2019_61266,Angle,Four-Way Intersection,Clear,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Others
2019_61284,Front-to-Rear,T-Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Changing Lanes/Overtaking
2019_61332,Angle,Four-Way Intersection,Clear,Two-Way Divided,40 MPH,Straight,No Controls,Turning
2019_61333,Front-to-Front,Four-Way Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Turning
2019_61334,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2019_61334,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2019_61342,Angle,Not an Intersection,Clear,Two-Way Undivided,40 MPH,Straight,No Controls,Making a U-turn
2019_61372,Angle,Four-Way Intersection,Clear,Two-Way Divided,35 MPH,Unknown,Traffic control signal,Turning
2019_61381,Front-to-Front,T-Intersection,Cloudy,Two-Way Undivided,45 MPH,Curve,No Controls,Negotiating a Curve
2019_61385,Angle,T-Intersection,Clear,Two-Way Undivided,35 MPH,Straight,Stop Sign,Turning
2019_61385,Angle,T-Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2019_61398,Angle,Not an Intersection,Cloudy,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2019_61400,Angle,Not an Intersection,Clear,Driveway Access,No Statutory Limit,Driveway Access,No Controls,Turning
2019_61400,Angle,Not an Intersection,Clear,Two-Way Divided,40 MPH,Straight,No Controls,Going Straight
2019_61418,Angle,T-Intersection,Clear,Two-Way Undivided,45 MPH,Straight,Stop Sign,Turning
2019_61422,Angle,Four-Way Intersection,Clear,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Going Straight
2019_61448,Angle,Four-Way Intersection,Clear,Driveway Access,No Statutory Limit,Driveway Access,No Controls,Others
2019_61449,Sideswipe,T-Intersection,Clear,Two-Way Undivided,25 MPH,Straight,Stop Sign,Turning
2019_61449,Sideswipe,T-Intersection,Clear,Two-Way Undivided,30 MPH,Straight,No Controls,Going Straight
2019_61452,Front-to-Rear,Not an Intersection,Clear,Unknown,45 MPH,Unknown,No Controls,Going Straight
2019_61452,Front-to-Rear,Not an Intersection,Clear,Unknown,45 MPH,Unknown,No Controls,Unknown
2019_61460,Angle,Four-Way Intersection,Clear,Two-Way Undivided,25 MPH,Straight,Stop Sign,Going Straight
2019_61469,Others,Not an Intersection,Clear,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2019_61469,Others,Not an Intersection,Clear,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2019_61475,Angle,Four-Way Intersection,Clear,Two-Way Undivided,45 MPH,Straight,Stop Sign,Going Straight
2019_61490,Angle,Four-Way Intersection,Clear,Two-Way Divided,40 MPH,Straight,Traffic control signal,Going Straight
2019_61491,Front-to-Rear,Not an Intersection,Clear,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2019_61527,Angle,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Turning
2019_61530,Angle,Four-Way Intersection,Clear,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
2019_61530,Angle,Four-Way Intersection,Clear,Two-Way Undivided,25 MPH,Straight,Stop Sign,Turning
2019_61531,Angle,T-Intersection,Clear,Two-Way Divided,45 MPH,Straight,No Controls,Turning
2019_61532,Angle,Four-Way Intersection,Clear,One-Way Trafficway,30 MPH,Straight,Traffic control signal,Going Straight
2019_61532,Angle,Four-Way Intersection,Clear,Two-Way Undivided,25 MPH,Straight,Traffic control signal,Going Straight
2019_61564,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Unknown,No Controls,Going Straight
2019_61564,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Unknown,No Controls,Going Straight
2019_61572,Angle,Four-Way Intersection,Clear,Two-Way Undivided,30 MPH,Straight,No Controls,Making a U-turn
2019_61574,Sideswipe,Not an Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2019_61584,Angle,Four-Way Intersection,Clear,Two-Way Undivided,25 MPH,Straight,Stop Sign,Going Straight
2019_61603,Sideswipe,Four-Way Intersection,Clear,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2019_61603,Sideswipe,Four-Way Intersection,Clear,Two-Way Undivided,40 MPH,Straight,No Controls,Changing Lanes/Overtaking
2019_61625,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2019_61625,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2019_61625,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2019_61636,Angle,Four-Way Intersection,Clear,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2019_61650,Front-to-Rear,Not an Intersection,Clear,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
2019_61650,Front-to-Rear,Not an Intersection,Clear,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
2019_61650,Front-to-Rear,Not an Intersection,Clear,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
2019_61651,Angle,Four-Way Intersection,Clear,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Going Straight
2019_61673,Angle,T-Intersection,Clear,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Turning
2019_61688,Angle,Not an Intersection,Clear,Driveway Access,No Statutory Limit,Driveway Access,No Controls,Turning
2019_61710,Others,Not an Intersection,Cloudy,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2019_61718,Angle,T-Intersection,Clear,Two-Way Undivided,30 MPH,Unknown,Stop Sign,Turning
2019_61728,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Curve,No Controls,Negotiating a Curve
2019_61728,Front-to-Front,Not an Intersection,Clear,Two-Way Undivided,45 MPH,Curve,No Controls,Negotiating a Curve
2019_61735,Front-to-Front,Four-Way Intersection,Clear,Two-Way Divided,45 MPH,Straight,Traffic control signal,Turning
2019_61735,Front-to-Front,Four-Way Intersection,Clear,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
2019_61742,Angle,Not an Intersection,Clear,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
2019_61743,Angle,Four-Way Intersection,Cloudy,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Going Straight
2019_61743,Angle,Four-Way Intersection,Cloudy,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Turning
2019_61746,Angle,Four-Way Intersection,Clear,Two-Way Divided,35 MPH,Straight,Traffic control signal,Going Straight
2019_61770,Angle,Not an Intersection,Clear,Driveway Access,No Statutory Limit,Driveway Access,No Controls,Turning
